RNAP,x,t
0,0.0,100.76
1953,0.0,100.76
3906,0.0,100.76
837,0.0,100.76
2790,0.0,100.76
4743,0.0,100.76
1674,0.08,100.76
3627,0.0,100.76
5580,0.0,100.76
558,0.16,100.76
2511,0.0,100.76
4464,0.0,100.76
1395,0.0,100.76
3348,0.0,100.76
5301,0.0,100.76
279,0.72,100.76
2232,0.0,100.76
4185,0.0,100.76
1116,0.04,100.76
3069,0.0,100.76
5022,0.0,100.76
0,0.0,200.96
1953,0.0,200.96
3906,0.0,200.96
837,0.0,200.96
2790,0.08,200.96
4743,0.0,200.96
1674,0.0,200.96
3627,0.0,200.96
5580,0.0,200.96
558,0.24,200.96
2511,0.04,200.96
4464,0.0,200.96
1395,0.0,200.96
3348,0.0,200.96
5301,0.0,200.96
279,0.64,200.96
2232,0.0,200.96
4185,0.0,200.96
1116,0.0,200.96
3069,0.0,200.96
5022,0.0,200.96
0,0.0,300.14
1953,0.0,300.14
3906,0.0357142857143,300.14
837,0.0357142857143,300.14
2790,0.0,300.14
4743,0.0,300.14
1674,0.0,300.14
3627,0.0357142857143,300.14
5580,0.0,300.14
558,0.178571428571,300.14
2511,0.0,300.14
4464,0.0,300.14
1395,0.0,300.14
3348,0.0357142857143,300.14
5301,0.0,300.14
279,0.642857142857,300.14
2232,0.0,300.14
4185,0.0,300.14
1116,0.0357142857143,300.14
3069,0.0,300.14
5022,0.0,300.14
0,0.0,400.09
1953,0.0357142857143,400.09
3906,0.0,400.09
837,0.0,400.09
2790,0.0,400.09
4743,0.0,400.09
1674,0.0714285714286,400.09
3627,0.0,400.09
5580,0.0,400.09
558,0.107142857143,400.09
2511,0.0,400.09
4464,0.0357142857143,400.09
1395,0.0,400.09
3348,0.0,400.09
5301,0.0,400.09
279,0.571428571429,400.09
2232,0.0,400.09
4185,0.0357142857143,400.09
1116,0.107142857143,400.09
3069,0.0,400.09
5022,0.0357142857143,400.09
0,0.0,500.43
1953,0.037037037037,500.43
3906,0.0,500.43
837,0.037037037037,500.43
2790,0.037037037037,500.43
4743,0.0,500.43
1674,0.037037037037,500.43
3627,0.0,500.43
5580,0.0,500.43
558,0.037037037037,500.43
2511,0.0740740740741,500.43
4464,0.0,500.43
1395,0.037037037037,500.43
3348,0.0,500.43
5301,0.0740740740741,500.43
279,0.555555555556,500.43
2232,0.037037037037,500.43
4185,0.0,500.43
1116,0.037037037037,500.43
3069,0.0,500.43
5022,0.0,500.43
0,0.0,600.14
1953,0.0357142857143,600.14
3906,0.0357142857143,600.14
837,0.0,600.14
2790,0.0,600.14
4743,0.0,600.14
1674,0.0357142857143,600.14
3627,0.0,600.14
5580,0.0,600.14
558,0.142857142857,600.14
2511,0.107142857143,600.14
4464,0.0,600.14
1395,0.0,600.14
3348,0.0357142857143,600.14
5301,0.0,600.14
279,0.535714285714,600.14
2232,0.0714285714286,600.14
4185,0.0,600.14
1116,0.0,600.14
3069,0.0,600.14
5022,0.0,600.14
0,0.0,700.93
1953,0.0,700.93
3906,0.0,700.93
837,0.0357142857143,700.93
2790,0.0,700.93
4743,0.0357142857143,700.93
1674,0.0,700.93
3627,0.0,700.93
5580,0.0,700.93
558,0.214285714286,700.93
2511,0.107142857143,700.93
4464,0.0357142857143,700.93
1395,0.0,700.93
3348,0.0,700.93
5301,0.0,700.93
279,0.428571428571,700.93
2232,0.0714285714286,700.93
4185,0.0,700.93
1116,0.0,700.93
3069,0.0714285714286,700.93
5022,0.0,700.93
0,0.0,800.03
1953,0.0,800.03
3906,0.037037037037,800.03
837,0.0,800.03
2790,0.0,800.03
4743,0.0,800.03
1674,0.037037037037,800.03
3627,0.037037037037,800.03
5580,0.0,800.03
558,0.259259259259,800.03
2511,0.148148148148,800.03
4464,0.0,800.03
1395,0.0,800.03
3348,0.0,800.03
5301,0.037037037037,800.03
279,0.37037037037,800.03
2232,0.0,800.03
4185,0.0,800.03
1116,0.037037037037,800.03
3069,0.037037037037,800.03
5022,0.0,800.03
0,0.0,900.1
1953,0.0384615384615,900.1
3906,0.0384615384615,900.1
837,0.0384615384615,900.1
2790,0.0,900.1
4743,0.0384615384615,900.1
1674,0.0,900.1
3627,0.0,900.1
5580,0.0,900.1
558,0.269230769231,900.1
2511,0.192307692308,900.1
4464,0.0,900.1
1395,0.0384615384615,900.1
3348,0.0,900.1
5301,0.0,900.1
279,0.269230769231,900.1
2232,0.0,900.1
4185,0.0384615384615,900.1
1116,0.0384615384615,900.1
3069,0.0,900.1
5022,0.0,900.1
0,0.0,1000.22
1953,0.0,1000.22
3906,0.0,1000.22
837,0.0,1000.22
2790,0.04,1000.22
4743,0.04,1000.22
1674,0.04,1000.22
3627,0.0,1000.22
5580,0.0,1000.22
558,0.2,1000.22
2511,0.2,1000.22
4464,0.0,1000.22
1395,0.0,1000.22
3348,0.04,1000.22
5301,0.0,1000.22
279,0.28,1000.22
2232,0.04,1000.22
4185,0.0,1000.22
1116,0.08,1000.22
3069,0.0,1000.22
5022,0.04,1000.22
0,0.0,1100.49
1953,0.0416666666667,1100.49
3906,0.0416666666667,1100.49
837,0.0833333333333,1100.49
2790,0.0416666666667,1100.49
4743,0.0,1100.49
1674,0.0416666666667,1100.49
3627,0.0,1100.49
5580,0.0416666666667,1100.49
558,0.0416666666667,1100.49
2511,0.166666666667,1100.49
4464,0.0,1100.49
1395,0.0,1100.49
3348,0.0416666666667,1100.49
5301,0.0,1100.49
279,0.291666666667,1100.49
2232,0.0416666666667,1100.49
4185,0.0416666666667,1100.49
1116,0.0416666666667,1100.49
3069,0.0416666666667,1100.49
5022,0.0,1100.49
0,0.0,1200.01
1953,0.0434782608696,1200.01
3906,0.0,1200.01
837,0.0,1200.01
2790,0.0,1200.01
4743,0.0,1200.01
1674,0.0,1200.01
3627,0.0,1200.01
5580,0.0,1200.01
558,0.0434782608696,1200.01
2511,0.260869565217,1200.01
4464,0.0,1200.01
1395,0.0,1200.01
3348,0.0,1200.01
5301,0.0,1200.01
279,0.304347826087,1200.01
2232,0.0434782608696,1200.01
4185,0.0434782608696,1200.01
1116,0.0434782608696,1200.01
3069,0.130434782609,1200.01
5022,0.0869565217391,1200.01
0,0.0,1300.6
1953,0.0,1300.6
3906,0.0952380952381,1300.6
837,0.0,1300.6
2790,0.047619047619,1300.6
4743,0.0,1300.6
1674,0.047619047619,1300.6
3627,0.0,1300.6
5580,0.0,1300.6
558,0.0,1300.6
2511,0.238095238095,1300.6
4464,0.0,1300.6
1395,0.047619047619,1300.6
3348,0.0,1300.6
5301,0.047619047619,1300.6
279,0.333333333333,1300.6
2232,0.0,1300.6
4185,0.0,1300.6
1116,0.0,1300.6
3069,0.142857142857,1300.6
5022,0.0,1300.6
0,0.0,1400.32
1953,0.0,1400.32
3906,0.0,1400.32
837,0.0322580645161,1400.32
2790,0.0,1400.32
4743,0.0,1400.32
1674,0.0,1400.32
3627,0.0,1400.32
5580,0.0,1400.32
558,0.0,1400.32
2511,0.161290322581,1400.32
4464,0.0,1400.32
1395,0.0322580645161,1400.32
3348,0.0,1400.32
5301,0.0,1400.32
279,0.516129032258,1400.32
2232,0.0,1400.32
4185,0.0322580645161,1400.32
1116,0.0,1400.32
3069,0.161290322581,1400.32
5022,0.0645161290323,1400.32
0,0.0,1500.09
1953,0.0294117647059,1500.09
3906,0.0,1500.09
837,0.0,1500.09
2790,0.0,1500.09
4743,0.0,1500.09
1674,0.0,1500.09
3627,0.0588235294118,1500.09
5580,0.0294117647059,1500.09
558,0.0,1500.09
2511,0.147058823529,1500.09
4464,0.0,1500.09
1395,0.0294117647059,1500.09
3348,0.0,1500.09
5301,0.0,1500.09
279,0.588235294118,1500.09
2232,0.0,1500.09
4185,0.0,1500.09
1116,0.0,1500.09
3069,0.0882352941176,1500.09
5022,0.0294117647059,1500.09
0,0.0,1600.03
1953,0.0,1600.03
3906,0.0,1600.03
837,0.0,1600.03
2790,0.0,1600.03
4743,0.0,1600.03
1674,0.0,1600.03
3627,0.03125,1600.03
5580,0.0,1600.03
558,0.03125,1600.03
2511,0.15625,1600.03
4464,0.0625,1600.03
1395,0.0,1600.03
3348,0.0625,1600.03
5301,0.0,1600.03
279,0.59375,1600.03
2232,0.03125,1600.03
4185,0.0,1600.03
1116,0.0,1600.03
3069,0.03125,1600.03
5022,0.0,1600.03
0,0.0,1700.0
1953,0.0,1700.0
3906,0.0,1700.0
837,0.0,1700.0
2790,0.0,1700.0
4743,0.03125,1700.0
1674,0.0,1700.0
3627,0.03125,1700.0
5580,0.0,1700.0
558,0.0,1700.0
2511,0.15625,1700.0
4464,0.03125,1700.0
1395,0.0,1700.0
3348,0.03125,1700.0
5301,0.03125,1700.0
279,0.5625,1700.0
2232,0.0,1700.0
4185,0.03125,1700.0
1116,0.0625,1700.0
3069,0.03125,1700.0
5022,0.0,1700.0
0,0.0,1800.19
1953,0.0322580645161,1800.19
3906,0.0,1800.19
837,0.0322580645161,1800.19
2790,0.0322580645161,1800.19
4743,0.0967741935484,1800.19
1674,0.0322580645161,1800.19
3627,0.0322580645161,1800.19
5580,0.0,1800.19
558,0.0,1800.19
2511,0.129032258065,1800.19
4464,0.0,1800.19
1395,0.0,1800.19
3348,0.0322580645161,1800.19
5301,0.0,1800.19
279,0.516129032258,1800.19
2232,0.0,1800.19
4185,0.0322580645161,1800.19
1116,0.0322580645161,1800.19
3069,0.0,1800.19
5022,0.0,1800.19
0,0.0,1900.41
1953,0.0333333333333,1900.41
3906,0.0333333333333,1900.41
837,0.0333333333333,1900.41
2790,0.0333333333333,1900.41
4743,0.0666666666667,1900.41
1674,0.0333333333333,1900.41
3627,0.0333333333333,1900.41
5580,0.0,1900.41
558,0.0,1900.41
2511,0.1,1900.41
4464,0.0333333333333,1900.41
1395,0.0,1900.41
3348,0.0333333333333,1900.41
5301,0.0333333333333,1900.41
279,0.466666666667,1900.41
2232,0.0333333333333,1900.41
4185,0.0,1900.41
1116,0.0333333333333,1900.41
3069,0.0,1900.41
5022,0.0,1900.41
0,0.0,2000.0
1953,0.0344827586207,2000.0
3906,0.0,2000.0
837,0.0,2000.0
2790,0.0,2000.0
4743,0.0344827586207,2000.0
1674,0.0,2000.0
3627,0.0344827586207,2000.0
5580,0.0,2000.0
558,0.0344827586207,2000.0
2511,0.172413793103,2000.0
4464,0.0689655172414,2000.0
1395,0.0344827586207,2000.0
3348,0.0,2000.0
5301,0.0344827586207,2000.0
279,0.448275862069,2000.0
2232,0.0,2000.0
4185,0.0344827586207,2000.0
1116,0.0,2000.0
3069,0.0344827586207,2000.0
5022,0.0344827586207,2000.0
0,0.0,2100.02
1953,0.0,2100.02
3906,0.037037037037,2100.02
837,0.0,2100.02
2790,0.0,2100.02
4743,0.037037037037,2100.02
1674,0.0,2100.02
3627,0.0,2100.02
5580,0.037037037037,2100.02
558,0.037037037037,2100.02
2511,0.148148148148,2100.02
4464,0.037037037037,2100.02
1395,0.037037037037,2100.02
3348,0.037037037037,2100.02
5301,0.037037037037,2100.02
279,0.407407407407,2100.02
2232,0.037037037037,2100.02
4185,0.0,2100.02
1116,0.037037037037,2100.02
3069,0.037037037037,2100.02
5022,0.037037037037,2100.02
0,0.0,2200.35
1953,0.03125,2200.35
3906,0.0,2200.35
837,0.0,2200.35
2790,0.0,2200.35
4743,0.03125,2200.35
1674,0.0,2200.35
3627,0.0,2200.35
5580,0.03125,2200.35
558,0.0,2200.35
2511,0.125,2200.35
4464,0.0,2200.35
1395,0.03125,2200.35
3348,0.0,2200.35
5301,0.03125,2200.35
279,0.5625,2200.35
2232,0.03125,2200.35
4185,0.03125,2200.35
1116,0.03125,2200.35
3069,0.0625,2200.35
5022,0.0,2200.35
0,0.0,2300.3
1953,0.030303030303,2300.3
3906,0.030303030303,2300.3
837,0.030303030303,2300.3
2790,0.0,2300.3
4743,0.030303030303,2300.3
1674,0.030303030303,2300.3
3627,0.030303030303,2300.3
5580,0.0,2300.3
558,0.0,2300.3
2511,0.181818181818,2300.3
4464,0.0,2300.3
1395,0.0,2300.3
3348,0.0,2300.3
5301,0.030303030303,2300.3
279,0.606060606061,2300.3
2232,0.0,2300.3
4185,0.0,2300.3
1116,0.0,2300.3
3069,0.0,2300.3
5022,0.0,2300.3
0,0.0,2401.01
1953,0.0,2401.01
3906,0.0,2401.01
837,0.03125,2401.01
2790,0.0,2401.01
4743,0.0,2401.01
1674,0.03125,2401.01
3627,0.0,2401.01
5580,0.0,2401.01
558,0.03125,2401.01
2511,0.1875,2401.01
4464,0.03125,2401.01
1395,0.0,2401.01
3348,0.0,2401.01
5301,0.03125,2401.01
279,0.5625,2401.01
2232,0.0,2401.01
4185,0.03125,2401.01
1116,0.0,2401.01
3069,0.0625,2401.01
5022,0.0,2401.01
0,0.0,2500.02
1953,0.0,2500.02
3906,0.0,2500.02
837,0.0,2500.02
2790,0.0,2500.02
4743,0.0322580645161,2500.02
1674,0.0322580645161,2500.02
3627,0.0645161290323,2500.02
5580,0.0,2500.02
558,0.0,2500.02
2511,0.161290322581,2500.02
4464,0.0,2500.02
1395,0.0322580645161,2500.02
3348,0.0,2500.02
5301,0.0,2500.02
279,0.548387096774,2500.02
2232,0.0322580645161,2500.02
4185,0.0,2500.02
1116,0.0322580645161,2500.02
3069,0.0322580645161,2500.02
5022,0.0322580645161,2500.02
0,0.0,2601.79
1953,0.0322580645161,2601.79
3906,0.0,2601.79
837,0.0,2601.79
2790,0.0,2601.79
4743,0.0,2601.79
1674,0.0,2601.79
3627,0.0322580645161,2601.79
5580,0.0322580645161,2601.79
558,0.0322580645161,2601.79
2511,0.225806451613,2601.79
4464,0.0645161290323,2601.79
1395,0.0322580645161,2601.79
3348,0.0,2601.79
5301,0.0322580645161,2601.79
279,0.516129032258,2601.79
2232,0.0,2601.79
4185,0.0,2601.79
1116,0.0,2601.79
3069,0.0,2601.79
5022,0.0,2601.79
0,0.0,2700.15
1953,0.0,2700.15
3906,0.0,2700.15
837,0.0,2700.15
2790,0.030303030303,2700.15
4743,0.0,2700.15
1674,0.0,2700.15
3627,0.0,2700.15
5580,0.0,2700.15
558,0.0,2700.15
2511,0.212121212121,2700.15
4464,0.030303030303,2700.15
1395,0.0,2700.15
3348,0.0,2700.15
5301,0.030303030303,2700.15
279,0.575757575758,2700.15
2232,0.030303030303,2700.15
4185,0.0,2700.15
1116,0.030303030303,2700.15
3069,0.0,2700.15
5022,0.0606060606061,2700.15
0,0.0,2802.38
1953,0.0294117647059,2802.38
3906,0.0,2802.38
837,0.0,2802.38
2790,0.0294117647059,2802.38
4743,0.0,2802.38
1674,0.0,2802.38
3627,0.0294117647059,2802.38
5580,0.0,2802.38
558,0.0,2802.38
2511,0.176470588235,2802.38
4464,0.0,2802.38
1395,0.0,2802.38
3348,0.0294117647059,2802.38
5301,0.0882352941176,2802.38
279,0.588235294118,2802.38
2232,0.0,2802.38
4185,0.0,2802.38
1116,0.0,2802.38
3069,0.0,2802.38
5022,0.0294117647059,2802.38
0,0.0,2900.28
1953,0.0,2900.28
3906,0.0,2900.28
837,0.0,2900.28
2790,0.0,2900.28
4743,0.0,2900.28
1674,0.0,2900.28
3627,0.030303030303,2900.28
5580,0.0,2900.28
558,0.030303030303,2900.28
2511,0.181818181818,2900.28
4464,0.0,2900.28
1395,0.0,2900.28
3348,0.0,2900.28
5301,0.0909090909091,2900.28
279,0.575757575758,2900.28
2232,0.030303030303,2900.28
4185,0.030303030303,2900.28
1116,0.0,2900.28
3069,0.030303030303,2900.28
5022,0.0,2900.28
0,0.0,3000.52
1953,0.0,3000.52
3906,0.0,3000.52
837,0.0,3000.52
2790,0.030303030303,3000.52
4743,0.030303030303,3000.52
1674,0.0,3000.52
3627,0.030303030303,3000.52
5580,0.030303030303,3000.52
558,0.0,3000.52
2511,0.181818181818,3000.52
4464,0.0,3000.52
1395,0.0,3000.52
3348,0.0,3000.52
5301,0.0606060606061,3000.52
279,0.575757575758,3000.52
2232,0.0,3000.52
4185,0.030303030303,3000.52
1116,0.030303030303,3000.52
3069,0.0,3000.52
5022,0.0,3000.52
0,0.0,3100.34
1953,0.0,3100.34
3906,0.0,3100.34
837,0.0,3100.34
2790,0.0,3100.34
4743,0.03125,3100.34
1674,0.0,3100.34
3627,0.03125,3100.34
5580,0.03125,3100.34
558,0.0,3100.34
2511,0.1875,3100.34
4464,0.0,3100.34
1395,0.03125,3100.34
3348,0.0,3100.34
5301,0.0625,3100.34
279,0.59375,3100.34
2232,0.0,3100.34
4185,0.03125,3100.34
1116,0.0,3100.34
3069,0.0,3100.34
5022,0.0,3100.34
0,0.0,3200.18
1953,0.0333333333333,3200.18
3906,0.0,3200.18
837,0.0,3200.18
2790,0.0333333333333,3200.18
4743,0.0333333333333,3200.18
1674,0.0,3200.18
3627,0.0,3200.18
5580,0.0333333333333,3200.18
558,0.0,3200.18
2511,0.166666666667,3200.18
4464,0.0,3200.18
1395,0.0,3200.18
3348,0.0,3200.18
5301,0.0333333333333,3200.18
279,0.633333333333,3200.18
2232,0.0,3200.18
4185,0.0333333333333,3200.18
1116,0.0,3200.18
3069,0.0,3200.18
5022,0.0,3200.18
0,0.0,3300.49
1953,0.0,3300.49
3906,0.0,3300.49
837,0.0,3300.49
2790,0.0,3300.49
4743,0.0357142857143,3300.49
1674,0.0,3300.49
3627,0.0357142857143,3300.49
5580,0.0,3300.49
558,0.0,3300.49
2511,0.142857142857,3300.49
4464,0.0,3300.49
1395,0.0,3300.49
3348,0.0,3300.49
5301,0.0357142857143,3300.49
279,0.678571428571,3300.49
2232,0.0357142857143,3300.49
4185,0.0,3300.49
1116,0.0,3300.49
3069,0.0357142857143,3300.49
5022,0.0,3300.49
0,0.0,3400.11
1953,0.0,3400.11
3906,0.0344827586207,3400.11
837,0.0,3400.11
2790,0.0,3400.11
4743,0.0,3400.11
1674,0.0,3400.11
3627,0.0,3400.11
5580,0.0344827586207,3400.11
558,0.0,3400.11
2511,0.137931034483,3400.11
4464,0.0,3400.11
1395,0.0,3400.11
3348,0.0,3400.11
5301,0.0,3400.11
279,0.724137931034,3400.11
2232,0.0344827586207,3400.11
4185,0.0344827586207,3400.11
1116,0.0,3400.11
3069,0.0,3400.11
5022,0.0,3400.11
0,0.0,3501.47
1953,0.0,3501.47
3906,0.0,3501.47
837,0.0357142857143,3501.47
2790,0.0,3501.47
4743,0.0357142857143,3501.47
1674,0.0,3501.47
3627,0.0,3501.47
5580,0.0,3501.47
558,0.0,3501.47
2511,0.107142857143,3501.47
4464,0.0357142857143,3501.47
1395,0.0,3501.47
3348,0.0,3501.47
5301,0.0,3501.47
279,0.714285714286,3501.47
2232,0.0357142857143,3501.47
4185,0.0,3501.47
1116,0.0,3501.47
3069,0.0357142857143,3501.47
5022,0.0,3501.47
0,0.0,3600.44
1953,0.0,3600.44
3906,0.0,3600.44
837,0.0333333333333,3600.44
2790,0.0,3600.44
4743,0.0,3600.44
1674,0.0333333333333,3600.44
3627,0.0333333333333,3600.44
5580,0.0,3600.44
558,0.0,3600.44
2511,0.0666666666667,3600.44
4464,0.0,3600.44
1395,0.0,3600.44
3348,0.0,3600.44
5301,0.0333333333333,3600.44
279,0.7,3600.44
2232,0.0333333333333,3600.44
4185,0.0,3600.44
1116,0.0,3600.44
3069,0.0333333333333,3600.44
5022,0.0333333333333,3600.44
0,0.0,3700.21
1953,0.0357142857143,3700.21
3906,0.0,3700.21
837,0.0,3700.21
2790,0.0357142857143,3700.21
4743,0.0,3700.21
1674,0.0,3700.21
3627,0.0357142857143,3700.21
5580,0.0,3700.21
558,0.0,3700.21
2511,0.0357142857143,3700.21
4464,0.0357142857143,3700.21
1395,0.0357142857143,3700.21
3348,0.0,3700.21
5301,0.0,3700.21
279,0.75,3700.21
2232,0.0357142857143,3700.21
4185,0.0,3700.21
1116,0.0,3700.21
3069,0.0,3700.21
5022,0.0,3700.21
0,0.0,3801.29
